sym,variant,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,pnl,r_multiple,win,exit_type,holding_hrs,atr_rank_pct,bb_width
BTC-USDT-SWAP,A,2026-06-13 20:00:00+00:00,2026-06-14 14:00:00+00:00,64262.6,63922.91737,63942.1,64903.6,-135.96772868080853,-1.0598521996879742,0,SL,18,1.0,0.007342264387874125
BTC-USDT-SWAP,A,2026-06-14 22:00:00+00:00,2026-06-18 05:00:00+00:00,65276.9,63740.872,63760.0,68310.70000000001,-107.62520029006487,-1.012609928142921,0,SL,79,91.0,0.03633094994104849
BTC-USDT-SWAP,A,2026-06-22 13:00:00+00:00,2026-06-22 22:00:00+00:00,65116.4,64050.779,64070.0,67209.20000000001,-111.0801134747702,-1.0183686926605482,0,SL,9,76.0,0.02524703958066675
BTC-USDT-SWAP,A,2026-07-02 10:00:00+00:00,2026-07-04 17:00:00+00:00,61147.6,63222.799999999996,60110.0,63222.799999999996,192.80818812644563,2.0,1,TP,55,2.0,0.008430222475829467
BTC-USDT-SWAP,A,2026-07-04 19:00:00+00:00,2026-07-05 01:00:00+00:00,63141.9,62754.86789,62773.7,63878.30000000001,-130.74478021020917,-1.0511464149918401,0,SL,6,9.0,0.020098010167331076
BTC-USDT-SWAP,A,2026-07-05 09:00:00+00:00,2026-07-05 10:00:00+00:00,62887.4,62674.591980000005,62693.4,63275.4,-158.22331710721315,-1.0969485567010142,0,SL,1,18.0,0.013778609113098486
BTC-USDT-SWAP,A,2026-07-05 23:00:00+00:00,2026-07-06 11:00:00+00:00,63705.1,62562.525610000004,62581.3,65952.69999999998,-110.08269757661485,-1.0167061665776818,0,SL,12,48.0,0.02351251749510135
BTC-USDT-SWAP,A,2026-07-06 16:00:00+00:00,2026-07-08 13:00:00+00:00,63519.9,61664.69504,61683.2,67193.30000000002,-106.10446327783505,-1.0100751129743553,0,SL,45,76.0,0.041438489135999616
BTC-USDT-SWAP,A,2026-07-09 08:00:00+00:00,2026-07-09 12:00:00+00:00,62973.7,62433.2644,62452.0,64017.09999999999,-121.60540131109843,-1.0359125934445086,0,SL,4,32.0,0.024035792685653045
BTC-USDT-SWAP,A,2026-07-09 19:00:00+00:00,2026-07-10 08:00:00+00:00,63193.4,64299.200000000004,62640.5,64299.200000000004,186.16466630493764,2.0,1,TP,13,12.0,0.029031331924628406
BTC-USDT-SWAP,A,2026-07-10 10:00:00+00:00,2026-07-10 14:00:00+00:00,64359.7,63931.8147,63951.0,65177.09999999999,-128.22253702471141,-1.0469422559334414,0,SL,4,5.0,0.02985344618741929
BTC-USDT-SWAP,A,2026-07-10 23:00:00+00:00,2026-07-11 23:00:00+00:00,64085.1,63791.55679,63810.7,64633.9,-141.91414507069567,-1.0697638848396305,0,SL,24,5.0,0.00466691547087628
BTC-USDT-SWAP,A,2026-07-12 03:00:00+00:00,2026-07-12 06:00:00+00:00,64050.0,63760.766030000006,63779.9,64590.2,-142.55994062124816,-1.0708403184005755,0,SL,3,10.0,0.009984242442158764
BTC-USDT-SWAP,A,2026-07-12 13:00:00+00:00,2026-07-12 22:00:00+00:00,63991.7,63777.36105,63796.5,64382.09999999999,-158.88285688012428,-1.098047899590168,0,SL,9,5.0,0.008123639494430783
BTC-USDT-SWAP,A,2026-07-14 17:00:00+00:00,2026-07-16 07:00:00+00:00,64706.4,64150.14918,64169.4,65780.4,-121.56714515977696,-1.0358488268156445,0,SL,38,41.0,0.014568366914981321
BTC-USDT-SWAP,A,2026-07-16 15:00:00+00:00,2026-07-16 22:00:00+00:00,64509.9,63909.621360000005,63928.8,65672.1,-119.86043586577127,-1.0330040268456346,0,SL,7,37.0,0.01637573385882182
BTC-USDT-SWAP,A,2026-07-18 13:00:00+00:00,2026-07-18 18:00:00+00:00,64182.4,64579.6,63983.8,64579.6,161.0990936555888,2.0,1,TP,5,6.0,0.008483363288143336
BTC-USDT-SWAP,A,2026-07-18 19:00:00+00:00,2026-07-19 02:00:00+00:00,64476.6,64941.6,64244.1,64941.6,166.60175483870967,2.0,1,TP,7,1.0,0.0197140371316816
BTC-USDT-SWAP,A,2026-07-20 00:00:00+00:00,2026-07-20 05:00:00+00:00,64700.1,64295.20565,64314.5,65471.299999999996,-130.07932660528874,-1.0500372147302814,0,SL,5,50.0,0.00746894469929921
BTC-USDT-SWAP,A,2026-07-20 13:00:00+00:00,2026-07-20 14:00:00+00:00,64622.1,64220.62803000001,64239.9,65386.49999999999,-130.31124458869428,-1.0504237833594832,0,SL,1,95.0,0.01703828514208687
BTC-USDT-SWAP,A,2026-07-20 17:00:00+00:00,2026-07-24 13:00:00+00:00,65479.9,64370.683000000005,64390.0,67659.70000000001,-110.69312320396281,-1.0177236443710391,0,SL,92,18.0,0.013758675816616321
BTC-USDT-SWAP,A,2026-07-26 23:00:00+00:00,2026-07-27 14:00:00+00:00,65381.2,64602.41346,64621.8,66899.99999999999,-115.37572400263365,-1.0255287595470104,0,SL,15,68.0,0.01452289279431825
ETH-USDT-SWAP,A,2026-05-10 15:00:00+00:00,2026-05-10 16:00:00+00:00,2330.0,2344.7799999999997,2322.61,2344.7799999999997,162.04508795669759,2.0,1,TP,1,11.0,0.008592392729336751
ETH-USDT-SWAP,A,2026-05-10 17:00:00+00:00,2026-05-10 20:00:00+00:00,2348.7,2329.291003,2329.99,2386.12,-122.4734826392299,-1.0373595403527505,0,SL,3,31.0,0.0232871150929167
ETH-USDT-SWAP,A,2026-05-11 00:00:00+00:00,2026-05-11 03:00:00+00:00,2370.62,2325.5621220000003,2326.26,2459.3399999999992,-109.49834371776359,-1.0157321460775461,0,SL,3,100.0,0.02906574087241146
ETH-USDT-SWAP,A,2026-06-15 12:00:00+00:00,2026-06-18 15:00:00+00:00,1763.63,1716.764816,1717.28,1856.3300000000004,-106.72838163883435,-1.0111150809061458,0,SL,75,41.0,0.017092510483064458
ETH-USDT-SWAP,A,2026-06-20 16:00:00+00:00,2026-06-21 21:00:00+00:00,1739.99,1706.497897,1707.01,1805.95,-109.37567840570055,-1.0155276834445126,0,SL,29,20.0,0.010318970873313512
ETH-USDT-SWAP,A,2026-06-22 03:00:00+00:00,2026-06-22 11:00:00+00:00,1736.4,1761.94,1723.63,1761.94,183.56300704776817,2.0,1,TP,8,39.0,0.025106728932949345
ETH-USDT-SWAP,A,2026-06-22 13:00:00+00:00,2026-06-22 15:00:00+00:00,1763.16,1745.97605,1746.5,1796.4800000000002,-118.92786092436981,-1.0314495798319334,0,SL,2,72.0,0.03970180250497915
ETH-USDT-SWAP,A,2026-07-02 03:00:00+00:00,2026-07-02 12:00:00+00:00,1620.18,1656.9400000000003,1601.8,1656.9400000000003,189.3021109902068,2.0,1,TP,9,63.0,0.029511466487825853
ETH-USDT-SWAP,A,2026-07-02 14:00:00+00:00,2026-07-13 00:00:00+00:00,1710.0,1836.2600000000002,1646.87,1836.2600000000002,196.62956439093935,2.0,1,TP,250,14.000000000000002,0.019188300996165263
ETH-USDT-SWAP,A,2026-07-14 12:00:00+00:00,2026-07-14 13:00:00+00:00,1797.1,1821.08,1785.11,1821.08,181.894011676397,2.0,1,TP,1,100.0,0.0484486545929993
SOL-USDT-SWAP,A,2026-05-08 19:00:00+00:00,2026-05-11 16:00:00+00:00,92.28,97.80000000000001,89.52,97.80000000000001,195.8678260869565,2.0,1,TP,69,96.0,0.024785869629819483
SOL-USDT-SWAP,A,2026-05-11 17:00:00+00:00,2026-05-12 11:00:00+00:00,97.29,94.79155399999999,94.82,102.23000000000003,-106.96926851821878,-1.0115165991902844,0,SL,18,68.0,0.0336642335234574
SOL-USDT-SWAP,A,2026-05-12 19:00:00+00:00,2026-05-13 12:00:00+00:00,94.51,93.751866,93.78,95.97000000000001,-123.18152323287505,-1.0385397260273892,0,SL,17,27.0,0.02022558927059356
SOL-USDT-SWAP,A,2026-06-13 23:00:00+00:00,2026-06-14 05:00:00+00:00,68.85,68.159546,68.18,70.18999999999997,-118.3751832238812,-1.030528358208957,0,SL,6,3.0,0.029295755705230814
SOL-USDT-SWAP,A,2026-06-14 22:00:00+00:00,2026-06-15 16:00:00+00:00,70.11,75.55,67.39,75.55,196.78691176470588,2.0,1,TP,18,95.0,0.08393932349965023
SOL-USDT-SWAP,A,2026-06-15 17:00:00+00:00,2026-06-15 22:00:00+00:00,75.43,73.707881,73.73,78.83000000000001,-107.86592521176512,-1.0130111764705902,0,SL,5,93.0,0.09641858445523631
SOL-USDT-SWAP,A,2026-06-16 08:00:00+00:00,2026-06-16 14:00:00+00:00,74.41,73.587917,73.61,76.00999999999999,-116.6205937749988,-1.0276037499999937,0,SL,6,88.0,0.035313349159495876
SOL-USDT-SWAP,A,2026-06-16 19:00:00+00:00,2026-06-17 07:00:00+00:00,73.97,72.98809700000001,73.01,75.88999999999999,-113.74800606249897,-1.0228156249999947,0,SL,12,59.0,0.024960203095935003
SOL-USDT-SWAP,A,2026-06-17 17:00:00+00:00,2026-06-17 18:00:00+00:00,73.74,72.288307,72.31,76.59999999999998,-109.16104784615376,-1.0151699300699295,0,SL,1,79.0,0.03896837274241473
SOL-USDT-SWAP,A,2026-06-18 01:00:00+00:00,2026-06-18 03:00:00+00:00,72.17,71.608511,71.63,73.25000000000001,-123.93427900000066,-1.0397944444444487,0,SL,2,90.0,0.04061881563034425
SOL-USDT-SWAP,A,2026-06-18 09:00:00+00:00,2026-06-18 10:00:00+00:00,71.81,71.07867,71.1,73.23000000000002,-118.08354957746229,-1.030042253521115,0,SL,1,53.0,0.049184084736440266
SOL-USDT-SWAP,A,2026-06-20 16:00:00+00:00,2026-06-23 06:00:00+00:00,72.0,70.408871,70.43,75.13999999999999,-108.13396959235696,-1.0134579617834407,0,SL,62,40.0,0.055737750494153686
SOL-USDT-SWAP,A,2026-06-27 14:00:00+00:00,2026-06-27 19:00:00+00:00,72.32,71.57852,71.6,73.75999999999999,-117.95820999999916,-1.029833333333329,0,SL,5,22.0,0.01833234907037547
SOL-USDT-SWAP,A,2026-06-28 09:00:00+00:00,2026-06-28 19:00:00+00:00,71.87,70.388877,70.41,74.79000000000002,-108.73981686301404,-1.01446780821918,0,SL,10,21.0,0.029491601568774093
SOL-USDT-SWAP,A,2026-06-29 04:00:00+00:00,2026-07-01 14:00:00+00:00,72.64,77.02,70.45,77.02,195.89972602739726,2.0,1,TP,58,64.0,0.04381847033079991
SOL-USDT-SWAP,A,2026-07-01 15:00:00+00:00,2026-07-02 10:00:00+00:00,76.92,81.64,74.56,81.64,195.96881355932203,2.0,1,TP,19,56.00000000000001,0.031954990464597766
SOL-USDT-SWAP,A,2026-07-02 11:00:00+00:00,2026-07-08 02:00:00+00:00,82.04,78.22652500000001,78.25,89.62000000000002,-103.77598720316573,-1.0061939313984143,0,SL,135,95.0,0.036172336684226605
SOL-USDT-SWAP,A,2026-07-15 14:00:00+00:00,2026-07-15 16:00:00+00:00,78.06,77.186837,77.21,79.76000000000002,-116.40871790588142,-1.02725058823529,0,SL,2,93.0,0.017833269806959814
SOL-USDT-SWAP,A,2026-07-20 17:00:00+00:00,2026-07-23 15:00:00+00:00,77.62,76.027185,76.05,80.76000000000002,-108.77823636942597,-1.0145318471337543,0,SL,70,46.0,0.0228519326837643
LINK-USDT-SWAP,A,2026-06-15 12:00:00+00:00,2026-06-15 13:00:00+00:00,8.304,8.516,8.198,8.516,190.47924528301886,2.0,1,TP,1,75.0,0.08055433776629897
LINK-USDT-SWAP,A,2026-06-15 15:00:00+00:00,2026-06-15 22:00:00+00:00,8.448,8.3324995,8.335,8.674,-113.3356634513275,-1.022128318584071,0,SL,7,88.0,0.0636478797618287
LINK-USDT-SWAP,A,2026-06-16 08:00:00+00:00,2026-06-16 12:00:00+00:00,8.279,8.439,8.199,8.439,187.4615,2.0,1,TP,4,74.0,0.047076283646572806
LINK-USDT-SWAP,A,2026-06-16 19:00:00+00:00,2026-06-17 08:00:00+00:00,8.3,8.171547799999999,8.174,8.552000000000003,-111.73597514285775,-1.0194619047619082,0,SL,13,63.0,0.029853970617052566
LINK-USDT-SWAP,A,2026-06-17 17:00:00+00:00,2026-06-17 18:00:00+00:00,8.267,8.136558299999999,8.139,8.523,-111.5043242031255,-1.0190757812500024,0,SL,1,89.0,0.03576010692982561
LINK-USDT-SWAP,A,2026-07-02 03:00:00+00:00,2026-07-02 09:00:00+00:00,7.41,7.558,7.336,7.558,187.86378378378376,2.0,1,TP,6,51.0,0.03270806654428953
LINK-USDT-SWAP,A,2026-07-02 10:00:00+00:00,2026-07-02 13:00:00+00:00,7.587,7.870999999999999,7.445,7.870999999999999,193.46845070422532,2.0,1,TP,3,87.0,0.0556647296066444
LINK-USDT-SWAP,A,2026-07-02 14:00:00+00:00,2026-07-08 08:00:00+00:00,7.876,7.637708,7.64,8.348000000000003,-105.88653593220316,-1.0097118644067786,0,SL,138,65.0,0.05725812660004371
LINK-USDT-SWAP,A,2026-07-10 03:00:00+00:00,2026-07-14 13:00:00+00:00,7.924,8.328,7.722,8.328,195.17267326732627,1.9999999999999956,1,TP,106,100.0,0.039979036420383945
AVAX-USDT-SWAP,A,2026-06-15 17:00:00+00:00,2026-06-15 19:00:00+00:00,7.029,6.902928500000001,6.905,7.276999999999999,-110.08238475806384,-1.0167056451612868,0,SL,2,84.0,0.06384398927544692
AVAX-USDT-SWAP,A,2026-06-16 08:00:00+00:00,2026-06-16 14:00:00+00:00,6.918,6.7989597,6.801,7.152,-110.52203061538461,-1.0174384615384615,0,SL,6,99.0,0.04183403553700585
AVAX-USDT-SWAP,A,2026-06-16 19:00:00+00:00,2026-06-17 11:00:00+00:00,6.874,6.772967500000001,6.775,7.071999999999998,-112.37694999999894,-1.0205303030302975,0,SL,16,47.0,0.0340064358803505
AVAX-USDT-SWAP,A,2026-06-17 17:00:00+00:00,2026-06-17 18:00:00+00:00,6.907,6.8169543,6.819,7.083,-114.00655975000008,-1.0232465909090913,0,SL,1,95.0,0.0340131040207075
AVAX-USDT-SWAP,A,2026-06-25 06:00:00+00:00,2026-06-25 11:00:00+00:00,6.544,6.3820848,6.384,6.863999999999998,-107.24128180000004,-1.01197,0,SL,5,76.0,0.09827616197292278
AVAX-USDT-SWAP,A,2026-06-27 00:00:00+00:00,2026-06-28 06:00:00+00:00,6.629,6.3121058,6.314,7.258999999999999,-103.66763919999984,-1.0060133333333325,0,SL,30,2.0,0.054162606626970575
AVAX-USDT-SWAP,A,2026-06-29 17:00:00+00:00,2026-06-30 12:00:00+00:00,6.683,6.4870533,6.489,7.071,-106.0801195773191,-1.0100345360824718,0,SL,19,19.0,0.03169960646624501
AVAX-USDT-SWAP,A,2026-07-01 04:00:00+00:00,2026-07-03 21:00:00+00:00,6.703,7.023000000000001,6.543,7.023000000000001,194.85275000000001,2.0,1,TP,65,22.0,0.021907458135530557
AVAX-USDT-SWAP,A,2026-07-03 22:00:00+00:00,2026-07-04 01:00:00+00:00,6.999,6.904927900000001,6.907,7.182999999999999,-113.57234428260759,-1.0225228260869508,0,SL,3,26.0,0.03022206938960831
AVAX-USDT-SWAP,A,2026-07-04 13:00:00+00:00,2026-07-04 15:00:00+00:00,6.88,6.983999999999999,6.828,6.983999999999999,184.0030769230768,2.0,1,TP,2,4.0,0.02719901027844292
AVAX-USDT-SWAP,A,2026-07-04 16:00:00+00:00,2026-07-05 01:00:00+00:00,6.986,6.8769363,6.879,7.2,-111.63099231775679,-1.0192869158878495,0,SL,9,46.0,0.04348621857957976
AVAX-USDT-SWAP,A,2026-07-05 09:00:00+00:00,2026-07-05 10:00:00+00:00,6.813,6.767969,6.77,6.899,-128.39670093023094,-1.047232558139527,0,SL,1,34.0,0.05829020917500698
AVAX-USDT-SWAP,A,2026-07-05 12:00:00+00:00,2026-07-06 12:00:00+00:00,6.876,6.7649699000000005,6.767,7.094,-111.23374489908223,-1.0186247706422,0,SL,24,86.0,0.021378423030517082
AVAX-USDT-SWAP,A,2026-07-06 17:00:00+00:00,2026-07-07 02:00:00+00:00,6.952,6.79796,6.8,7.256,-108.11182631578951,-1.0134210526315792,0,SL,9,99.0,0.04055879587879429
AVAX-USDT-SWAP,A,2026-07-10 03:00:00+00:00,2026-07-10 14:00:00+00:00,6.785,6.6649999,6.667,7.021000000000001,-110.22898300000008,-1.0169500000000005,0,SL,11,3.0,0.02104707890898066
AVAX-USDT-SWAP,A,2026-07-15 07:00:00+00:00,2026-07-15 08:00:00+00:00,6.681,6.628011,6.63,6.783,-123.45766,-1.0390000000000001,0,SL,1,50.0,0.016311937595637812
AVAX-USDT-SWAP,A,2026-07-20 22:00:00+00:00,2026-07-20 23:00:00+00:00,6.58,6.5510341,6.553,6.634,-143.74229800000035,-1.0728111111111136,0,SL,1,74.0,0.024731833996566862
AVAX-USDT-SWAP,A,2026-07-21 02:00:00+00:00,2026-07-21 21:00:00+00:00,6.614,6.5610311,6.563,6.716,-123.22121305882192,-1.0386058823529334,0,SL,19,34.0,0.01506537793226319
AVAX-USDT-SWAP,A,2026-07-22 22:00:00+00:00,2026-07-22 23:00:00+00:00,6.642,6.588023,6.59,6.746000000000001,-122.86925730769254,-1.0380192307692326,0,SL,1,42.0,0.0326293263835685
AVAX-USDT-SWAP,A,2026-07-25 22:00:00+00:00,2026-07-26 13:00:00+00:00,6.754,6.671997800000001,6.674,6.913999999999998,-115.07499834999949,-1.0250274999999969,0,SL,15,68.0,0.022736598550957974
AVAX-USDT-SWAP,A,2026-07-27 00:00:00+00:00,2026-07-27 05:00:00+00:00,6.744,6.6689987,6.671,6.889999999999999,-116.50739619178059,-1.0274150684931491,0,SL,5,9.0,0.014272422417559175
AVAX-USDT-SWAP,A,2026-07-27 12:00:00+00:00,2026-07-27 14:00:00+00:00,6.663,6.595020900000001,6.597,6.795,-118.05001899999941,-1.0299863636363604,0,SL,2,37.0,0.01965785473003139
AVAX-USDT-SWAP,A,2026-07-27 21:00:00+00:00,2026-07-27 22:00:00+00:00,6.599,6.5520338,6.554,6.689,-126.27337840000018,-1.043693333333334,0,SL,1,60.0,0.03190708753486109
XRP-USDT-SWAP,A,2026-06-15 01:00:00+00:00,2026-06-15 11:00:00+00:00,1.184,1.2179999999999997,1.167,1.2179999999999997,191.52235294117642,2.0,1,TP,10,51.0,0.07761962654620548
XRP-USDT-SWAP,A,2026-06-15 12:00:00+00:00,2026-06-17 19:00:00+00:00,1.231,1.1826451,1.183,1.3270000000000002,-104.4958063750002,-1.007393750000001,0,SL,55,67.0,0.03206656365912495
XRP-USDT-SWAP,A,2026-07-02 13:00:00+00:00,2026-07-03 18:00:00+00:00,1.0924,1.1242,1.0765,1.1242,191.63547169811324,2.0,1,TP,29,51.0,0.041293753984672756
XRP-USDT-SWAP,A,2026-07-03 20:00:00+00:00,2026-07-04 12:00:00+00:00,1.1312,1.1535999999999997,1.12,1.1535999999999997,187.7599999999999,2.0,1,TP,16,77.0,0.025248138749624418
XRP-USDT-SWAP,A,2026-07-04 14:00:00+00:00,2026-07-04 15:00:00+00:00,1.1522,1.1775999999999998,1.1395,1.1775999999999998,188.99307086614166,2.0,1,TP,1,100.0,0.03253698324038008
XRP-USDT-SWAP,A,2026-07-04 16:00:00+00:00,2026-07-05 00:00:00+00:00,1.1718,1.1516544,1.152,1.2114,-110.53167999999943,-1.0174545454545427,0,SL,8,88.0,0.05057406295805964
XRP-USDT-SWAP,A,2026-07-05 23:00:00+00:00,2026-07-06 09:00:00+00:00,1.1573,1.13405968,1.1344,1.2030999999999998,-108.9757895545857,-1.0148611353711818,0,SL,10,44.0,0.02707223172646931
XRP-USDT-SWAP,A,2026-07-06 16:00:00+00:00,2026-07-07 14:00:00+00:00,1.1442,1.11276607,1.1131,1.2064000000000004,-106.50173518327998,-1.010737299035371,0,SL,22,21.0,0.037441633162139554
XRP-USDT-SWAP,A,2026-07-10 10:00:00+00:00,2026-07-10 14:00:00+00:00,1.1152,1.10386874,1.1042,1.1371999999999998,-118.12692040000117,-1.0301145454545508,0,SL,4,9.0,0.026068954046723256
XRP-USDT-SWAP,A,2026-07-14 20:00:00+00:00,2026-07-15 01:00:00+00:00,1.1148,1.10246916,1.1028,1.1388,-116.60034579999905,-1.0275699999999952,0,SL,5,85.0,0.06623559209818074
XRP-USDT-SWAP,A,2026-07-15 14:00:00+00:00,2026-07-16 07:00:00+00:00,1.1213,1.1046685,1.105,1.1539,-112.26123374233043,-1.020337423312879,0,SL,17,41.0,0.017043442803093667
XRP-USDT-SWAP,A,2026-07-19 16:00:00+00:00,2026-07-19 17:00:00+00:00,1.0973,1.09157243,1.0919,1.1080999999999996,-136.45302700000303,-1.060661111111123,0,SL,1,11.0,0.006219519966318815
XRP-USDT-SWAP,A,2026-07-20 17:00:00+00:00,2026-07-21 15:00:00+00:00,1.1138,1.1561999999999997,1.0926,1.1561999999999997,193.57547169811318,2.0,1,TP,22,90.0,0.039780790983822145
XRP-USDT-SWAP,A,2026-07-22 12:00:00+00:00,2026-07-22 14:00:00+00:00,1.1383,1.1475000000000004,1.1337,1.1475000000000004,170.18521739130537,2.0,1,TP,2,47.0,0.02524661582054603
LTC-USDT-SWAP,A,2026-06-13 22:00:00+00:00,2026-06-14 14:00:00+00:00,44.2,43.666896,43.68,45.24000000000001,-115.1784879999993,-1.0251999999999968,0,SL,16,1.0,0.018752912053259078
LTC-USDT-SWAP,A,2026-06-14 21:00:00+00:00,2026-06-14 23:00:00+00:00,44.4,45.15999999999999,44.02,45.15999999999999,185.85894736842087,2.0,1,TP,2,36.0,0.026952274411233983
LTC-USDT-SWAP,A,2026-06-15 00:00:00+00:00,2026-06-16 14:00:00+00:00,45.35,44.716581,44.73,46.59000000000001,-113.04483041935443,-1.021643548387095,0,SL,38,90.0,0.01881273854120933
LTC-USDT-SWAP,A,2026-06-16 19:00:00+00:00,2026-06-17 11:00:00+00:00,45.62,44.93651500000001,44.95,46.95999999999999,-112.13491179104359,-1.0201268656716356,0,SL,16,52.0,0.022971815334131014
LTC-USDT-SWAP,A,2026-06-17 17:00:00+00:00,2026-06-17 18:00:00+00:00,45.54,45.07647300000001,45.09,46.43999999999999,-118.09419639999852,-1.030059999999992,0,SL,1,64.0,0.02100528682618119
LTC-USDT-SWAP,A,2026-06-21 08:00:00+00:00,2026-06-21 15:00:00+00:00,44.8,45.519999999999996,44.44,45.519999999999996,184.94666666666666,2.0,1,TP,7,19.0,0.02921910068420762
LTC-USDT-SWAP,A,2026-06-21 16:00:00+00:00,2026-06-21 18:00:00+00:00,45.89,45.016491,45.03,47.61,-109.48394123255794,-1.0157081395348826,0,SL,2,60.0,0.033915171008685734
LTC-USDT-SWAP,A,2026-06-22 02:00:00+00:00,2026-06-22 21:00:00+00:00,45.17,44.426668,44.44,46.63000000000001,-111.01671243835567,-1.0182630136986277,0,SL,19,78.0,0.024041549993896762
LTC-USDT-SWAP,A,2026-07-02 05:00:00+00:00,2026-07-02 06:00:00+00:00,43.11,42.647202,42.66,44.010000000000005,-117.12229359999836,-1.028439999999992,0,SL,1,86.0,0.04949730545715805
LTC-USDT-SWAP,A,2026-07-02 10:00:00+00:00,2026-07-03 20:00:00+00:00,43.23,44.429999999999986,42.63,44.429999999999986,191.23399999999992,2.0,1,TP,34,16.0,0.02818254641202615
LTC-USDT-SWAP,A,2026-07-03 21:00:00+00:00,2026-07-04 01:00:00+00:00,45.18,44.056779,44.07,47.4,-107.20577183783811,-1.0119108108108121,0,SL,4,62.0,0.059808425399725806
LTC-USDT-SWAP,A,2026-07-04 16:00:00+00:00,2026-07-05 00:00:00+00:00,45.14,44.316701,44.33,46.760000000000005,-109.91012599999908,-1.016418518518514,0,SL,8,33.0,0.03764498217670671
LTC-USDT-SWAP,A,2026-07-05 09:00:00+00:00,2026-07-05 10:00:00+00:00,44.45,44.206734,44.22,44.91000000000001,-134.66349582608768,-1.057678260869571,0,SL,1,6.0,0.04022843631312952
LTC-USDT-SWAP,A,2026-07-05 12:00:00+00:00,2026-07-05 18:00:00+00:00,44.74,45.96,44.13,45.96,191.07868852459015,2.0,1,TP,6,52.0,0.03587433393249722
LTC-USDT-SWAP,A,2026-07-05 20:00:00+00:00,2026-07-05 21:00:00+00:00,45.64,45.356389,45.37,46.18000000000001,-130.3036419999977,-1.0504111111111007,0,SL,1,67.0,0.04748975244144861
LTC-USDT-SWAP,A,2026-07-06 17:00:00+00:00,2026-07-07 02:00:00+00:00,45.15,44.276713,44.29,46.87,-109.32907299999961,-1.015449999999998,0,SL,9,72.0,0.03134614692903153
LTC-USDT-SWAP,A,2026-07-07 16:00:00+00:00,2026-07-07 19:00:00+00:00,44.65,43.736875000000005,43.75,46.449999999999996,-108.80912499999894,-1.014583333333328,0,SL,3,61.0,0.029368941688099483
